number,base_fee_per_gas
14690382,76329782711
14690383,79206428525
14690384,70770652191
14690385,74658428320
14690386,81144875423
14690387,76416037443
14690388,67468996060
14690389,75897120714
14690390,85382840771
14690391,79325893620
14690392,89237668083
14690393,93793781677
14690394,105506688026
14690395,112524599313
14690396,115837888015
14690397,101766133055
14690398,95613014279
14690399,103708122003
14690400,98203531810
14690401,87715232609
14690402,88502993610
14690403,79721230127
14690404,75321222165
14690405,82962937512
14690406,93319912292
14690407,104983908439
14690408,112026815470
14690409,107652289489
14690410,114052709304
14690411,115531252395
14690412,124511356080
14690413,110610795680
14690414,122991178857
14690415,112525518105
14690416,122375528704
14690417,108462153106
14690418,99847194094
14690419,111687825719
14690420,115112904149
14690421,129499268081
14690422,136003255401
14690423,152999621346
14690424,136464215226
14690425,123733250245
14690426,138288296648
14690427,150348869588
14690428,154740542527
14690429,160478930490
14690430,158025644948
14690431,148471843946
14690432,142234752117
14690433,132985803423
14690434,124476550533
14690435,125102571112
14690436,130611127139
14690437,145666547937
14690438,143185322227
14690439,137508715622
14690440,132732553211
14690441,121820763654
14690442,115914336902
14690443,116073577253
14690444,118002906652
14690445,108490009897
14690446,101503448473
14690447,94181461982
14690448,105941690016
14690449,105618465452
14690450,99021361830
14690451,87779178635
14690452,91438297585
14690453,80570874205
14690454,72315470988
14690455,79730040107
14690456,76174839083
14690457,69212348338
14690458,65655175812
14690459,61426433722
14690460,69101392756
14690461,65239804808
14690462,73393771264
14690463,64219549856
14690464,72238612401
14690465,78027151407
14690466,73872301178
14690467,83094062770
14690468,93479787421
14690469,105151057167
14690470,118292293796
14690471,117767190513
14690472,112641349012
14690473,126712776669
14690474,114681363679
14690475,120972675876
14690476,113777837409
14690477,101464409990
14690478,113122185982
14690479,100563452335
14690480,90249295093
14690481,91581828862
14690482,95575703260
14690483,93373917023
14690484,84763368734
14690485,85853657653
14690486,90801060743
14690487,82735992566
14690488,88744145304
14690489,82396298037
14690490,76648091964
14690491,70623399279
14690492,71884469216
14690493,66646089702
14690494,61306228347
14690495,53642949804
14690496,55702637915
14690497,62664684868
14690498,66875980939
14690499,61251795638
14690500,58259247010
14690501,62887203163
14690502,62035998592
14690503,65555087363
14690504,64754694600
14690505,61825513292
14690506,69551433972
14690507,74287342965
14690508,83572007870
14690509,74809343041
14690510,73625979553
14690511,82393974567
14690512,77419362825
14690513,87093888339
14690514,84398960843
14690515,77421922533
14690516,80706377795
14690517,75703157405
14690518,85156926064
14690519,95790115891
14690520,107759235355
14690521,99005760870
14690522,101586405430
14690523,103675363482
14690524,116623202515
14690525,127874670886
14690526,111890337026
14690527,101074264587
14690528,108605994652
14690529,98101423833
14690530,89690537567
14690531,100892604660
14690532,88281029078
14690533,99198697596
14690534,90979308444
14690535,83543752879
14690536,93944724505
14690537,86890889563
14690538,80343840195
14690539,80245143306
14690540,90268868233
14690541,89191350193
14690542,89583641546
14690543,78385686353
14690544,75989961106
14690545,78222138500
14690546,79421701535
14690547,71987296146
14690548,80983240220
14690549,90791723816
14690550,82129902831
14690551,80853483684
14690552,80850691575
14690553,72642676691
14690554,68967094061
14690555,64021140283
14690556,71807355950
14690557,66775572573
14690558,65157611898
14690559,57423392085
14690560,61950295499
14690561,69683675111
14690562,77084624359
14690563,67449046315
14690564,62644632452
14690565,61829698930
14690566,69550327247
14690567,78241578820
14690568,88015978454
14690569,95254344182
14690570,95296581545
14690571,85764162173
14690572,80119444468
14690573,76169384953
14690574,78424724895
14690575,74474467867
14690576,70604295510
14690577,68041624350
14690578,73401113408
14690579,82565835130
14690580,81415500074
14690581,77772273820
14690582,73277407894
14690583,68442551396
14690584,71927340188
14690585,68903344608
14690586,68150547812
14690587,64847480424
14690588,72477509949
14690589,80998342114
14690590,74262489259
14690591,74146097041
14690592,68982176048
14690593,73568794035
14690594,74566318830
14690595,67304241658
14690596,66437904984
14690597,62839779197
14690598,70692473130
14690599,75105466221
14690600,84491796409
14690601,77290392765
14690602,75126019272
14690603,77263765882
14690604,86920872550
14690605,81881033762
14690606,73818647796
14690607,83036872289
14690608,82912530677
14690609,84026924553
14690610,75106498102
14690611,71279035499
14690612,64202585909
14690613,59255730118
14690614,66653827546
14690615,74982205520
14690616,73423421695
14690617,70322704708
14690618,79106922963
14690619,88992766800
14690620,82204611390
14690621,87485621510
14690622,82188178305
14690623,91512944234
14690624,81971115271
14690625,92206480083
14690626,89512803772
14690627,84735384593
14690628,80086529535
14690629,72423738936
14690630,68685889417
14690631,70023805004
14690632,73108707985
14690633,68253254069
14690634,76780491429
14690635,79279761688
14690636,89187267383
14690637,100327273688
14690638,103493433275
14690639,97683944568
14690640,90308188912
14690641,84341685470
14690642,94873458272
14690643,90938977496
14690644,82365305998
14690645,80007290594
14690646,86222146951
14690647,91203333842
14690648,81735580961
14690649,89599471527
14690650,82603537324
14690651,76362608790
14690652,77611878797
14690653,75177008316
14690654,83589557699
14690655,77198891434
14690656,69654360860
14690657,71173661290
14690658,66355562069
14690659,70594292285
14690660,64344983742
14690661,61888265989
14690662,55302467910
14690663,62206548278
14690664,69971734676
14690665,76350975509
14690666,81649077222
14690667,79999738247
14690668,72914373462
14690669,64220231274
14690670,69222487442
14690671,64088229583
14690672,58198073201
14690673,65472779972
14690674,68333679111
14690675,68924115126
14690676,67950545774
14690677,69434187959
14690678,68109618218
14690679,76620287341
14690680,70618688554
14690681,63510858703
14690682,63499380704
14690683,65850943025
14690684,57619575147
14690685,53421839487
14690686,57576988826
14690687,53864358682
14690688,51458734966
14690689,46202417731
14690690,51973493966
14690691,58463325407
14690692,65761197633
14690693,73970108748
14690694,64723845155
14690695,70803691157
14690696,64621196565
14690697,64501393437
14690698,60101436458
14690699,67603703593
14690700,63606422660
14690701,56882502822
14690702,56252793670
14690703,56838530101
14690704,53199762929
14690705,55583318927
14690706,50258755189
14690707,56534473158
14690708,63599655404
14690709,71546787021
14690710,62603438644
14690711,70427423743
14690712,76487649561
14690713,78044566418
14690714,71051193787
14690715,64435557925
14690716,59119891804
14690717,51729905329
14690718,58189624658
14690719,56942977414
14690720,53564114476
14690721,55324220841
14690722,62238140355
14690723,57184708326
14690724,50036619786
14690725,54526468642
14690726,49309887278
14690727,55468644117
14690728,62401031593
14690729,70192840079
14690730,68349868604
14690731,76889914704
14690732,81520998751
14690733,75691175085
14690734,74383253610
14690735,70032253445
14690736,64212961117
14690737,64071850995
14690738,62159794690
14690739,67166109848
14690740,73283791269
14690741,70861919528
14690742,74141016249
14690743,74589525331
14690744,66652642280
14690745,74972723197
14690746,71740442408
14690747,80704232531
14690748,83083759917
14690749,92188756153
14690750,89654746788
14690751,84627551861
14690752,95175453054
14690753,83278521423
14690754,83823362821
14690755,77009397413
14690756,71677958368
14690757,67944560739
14690758,64561668751
14690759,62316384077
14690760,59000264955
14690761,57438408958
14690762,52835361397
14690763,50556634338
14690764,56209879938
14690765,51850822954
14690766,49992427671
14690767,45270434576
14690768,50922229902
14690769,57283749730
14690770,50123281014
14690771,56385339077
14690772,63430051622
14690773,60558883419
14690774,68123672544
14690775,76638237226
14690776,77930615921
14690777,74041067904
14690778,78753428723
14690779,72679049668
14690780,69349563049
14690781,68588078841
14690782,77152120111
14690783,76520839069
14690784,86073338407
14690785,93813826222
14690786,94696908330
14690787,106301391596
14690788,95789740397
14690789,88101799518
14690790,84684115265
14690791,77928148817
14690792,72637254328
14690793,77921477706
14690794,69872319578
14690795,66219894298
14690796,63930791197
14690797,56029032894
14690798,54902371568
14690799,52335960667
14690800,58874374209
14690801,66228102890
14690802,61031560058
14690803,66754768155
14690804,71844706345
14690805,70737766381
14690806,65665271977
14690807,57457112980
14690808,57605681890
14690809,64796664926
14690810,66352963939
14690811,60485761065
14690812,58121876651
14690813,55687197873
14690814,56705290178
14690815,53272277722
14690816,54456052547
14690817,61257284311
14690818,53600123773
14690819,54391106583
14690820,49574248067
14690821,55766067932
14690822,62728143646
14690823,58418159807
14690824,58855827199
14690825,66212266577
14690826,74488421937
14690827,69910053157
14690828,78645387704
14690829,79701548539
14690830,76791425100
14690831,69124167983
14690832,75120942177
14690833,68716649608
14690834,66249605069
14690835,65579678574
14690836,65963384726
14690837,58554527421
14690838,56492531690
14690839,56803635747
14690840,63899685089
14690841,65779753394
14690842,67080575112
14690843,62105738461
14690844,55565868488
14690845,59065230000
14690846,55916095588
14690847,60913499243
14690848,62819282280
14690849,65408212850
14690850,59842611806
14690851,56338094253
14690852,51120108321
14690853,57508834486
14690854,64689505531
14690855,56603317340
14690856,63674504561
14690857,66321398342
14690858,62337778882
14690859,70126789278
14690860,78886680039
14690861,88736359152
14690862,84484058841
14690863,95042509009
14690864,91006262312
14690865,83660089661
14690866,86507998328
14690867,81861385336
14690868,73699816702
14690869,76488886077
14690870,69893029231
14690871,78623841464
14690872,88032941993
14690873,85707340552
14690874,80940429264
14690875,71731726877
14690876,64869667372
14690877,72970435916
14690878,82082622950
14690879,86701893396
14690880,82990251424
14690881,80600188139
14690882,80001430219
14690883,76515282912
14690884,69675104366
14690885,65741643742
14690886,73955382187
14690887,70695648797
14690888,69863839081
14690889,62551163276
14690890,70361925753
14690891,79148400775
14690892,85025561466
14690893,80625573792
14690894,82952308894
14690895,88035802854
14690896,79449185338
14690897,80959290130
14690898,77571826132
14690899,72521505928
14690900,66327228960
14690901,74606995685
14690902,74709616877
14690903,71169611947
14690904,80064486235
14690905,73297761557
14690906,70702421451
14690907,68244978861
14690908,76765462995
14690909,70902322963
14690910,70939315129
14690911,79798505880
14690912,81436497225
14690913,71256935072
14690914,66339129812
14690915,68560754849
14690916,62677247381
14690917,63149537700
14690918,60910402443
14690919,58303420211
14690920,53528231885
14690921,50993151282
14690922,49805987631
14690923,51175238486
14690924,49753062403
14690925,55969519857
14690926,54663479041
14690927,59549136807
14690928,55350043320
14690929,52470469796
14690930,47323588944
14690931,51130723693
14690932,48242119142
14690933,42211854250
14690934,40660340208
14690935,40600612040
14690936,42212996211
14690937,47484861282
14690938,53412573001
14690939,50205135975
14690940,53386776529
14690941,47184458794
14690942,44100421800
14690943,40973207437
14690944,41956752484
14690945,36712158424
14690946,34671399867
14690947,39000670211
14690948,43872435010
14690949,42378785318
14690950,47670375517
14690951,51712179763
14690952,58170813018
14690953,65436101508
14690954,60254477491
14690955,53027442562
14690956,59652418528
14690957,56457494055
14690958,51878848920
14690959,55339729310
14690960,58753344187
14690961,56958889925
14690962,51877914936
14690963,48146757487
14690964,54164609545
14690965,60933821692
14690966,65979256886
14690967,62297157996
14690968,59220187152
14690969,58701689702
14690970,55920663064
14690971,51587448765
14690972,50942504631
14690973,47871820121
14690974,48171438154
14690975,42150008385
14690976,46017542806
14690977,41105467259
14690978,40296788441
14690979,35679704320
14690980,40134916489
14690981,40721362537
14690982,37033543644
14690983,36646600824
14690984,41224145289
14690985,46054895068
14690986,46565319453
14690987,44007482128
14690988,48382315801
14690989,47227734329
14690990,44848001213
14690991,50453323123
14690992,54479407465
14690993,52497201011
14690994,46753271823
14690995,42476823828
14690996,42074222099
14690997,45744329022
14690998,42657531009
14690999,39098594002
14691000,38964587354
14691001,34828195081
14691002,39180356402
14691003,41540259466
14691004,46730287367
14691005,49341623085
14691006,46507617324
14691007,41997652560
14691008,41473164912
14691009,37149574337
14691010,41787676403
14691011,47009845892
14691012,47234548855
14691013,45228033037
14691014,41201446837
14691015,39988243798
14691016,44980621414
14691017,50407325352
14691018,46724560236
14691019,43013609611
14691020,43342913534
14691021,41218203863
14691022,40334766543
14691023,45375880915
14691024,44581382702
14691025,50146474495
14691026,48112291779
14691027,54124472124
14691028,60882980975
14691029,59682908420
14691030,57806581230
14691031,51102562207
14691032,54110969456
14691033,47637840843
14691034,46110181842
14691035,44320955776
14691036,40098732851
14691037,38196856301
14691038,38718246254
14691039,42128392575
14691040,39112709882
14691041,34646678397
14691042,34971203477
14691043,38287196037
14691044,35895933956
14691045,40379608662
14691046,45422297422
14691047,46256088567
14691048,47565379067
14691049,41911609866
14691050,43874663305
14691051,39007981084
14691052,37033366701
14691053,40244802122
14691054,36868355117
14691055,41474523510
14691056,40527672927
14691057,45588780542
14691058,47938931172
14691059,46004404535
14691060,40550819301
14691061,38605438483
14691062,34339922537
14691063,38628899021
14691064,40549981126
14691065,45460216525
14691066,51014413187
14691067,46217603316
14691068,51989763311
14691069,57371743175
14691070,55399202249
14691071,58978189336
14691072,51605915669
14691073,46880659622
14691074,50321812942
14691075,50359376917
14691076,44064454803
14691077,43984667358
14691078,39346714372
14691079,40016016738
14691080,35553814372
14691081,35146829563
14691082,32285829603
14691083,36316253472
14691084,40854947068
14691085,43200150025
14691086,39800579380
14691087,44769842576
14691088,50365329718
14691089,51723198733
14691090,48263322334
14691091,54295864389
14691092,56871276052
14691093,50872801950
14691094,47653759272
14691095,53605751928
14691096,60301857250
14691097,55912866471
14691098,53427404321
14691099,48992512587
14691100,46351401658
14691101,52144218141
14691102,58657857837
14691103,60190375027
14691104,64865961854
14691105,57869111818
14691106,53304195648
14691107,48617176558
14691108,47011137682
14691109,42817390163
14691110,45630839563
14691111,42957107744
14691112,45791542338
14691113,45088350731
14691114,44976149540
14691115,40330868092
14691116,45367498384
14691117,51034822538
14691118,47622612626
14691119,45569290333
14691120,40464687924
14691121,36751223956
14691122,39273119373
14691123,35810771715
14691124,37038824154
14691125,36280884806
14691126,39465323673
14691127,38319276655
14691128,33529367074
14691129,37717755297
14691130,42432443591
14691131,41044116948
14691132,38363141458
14691133,42781807180
14691134,42856798480
14691135,39052671192
14691136,36839202889
14691137,39915891851
14691138,42973052046
14691139,39567513635
14691140,44507629073
14691141,42642072741
14691142,43603135209
14691143,46449995170
14691144,43646235791
14691145,41261470894
14691146,43400899478
14691147,48825391035
14691148,54920713927
14691149,49155191559
14691150,54657115342
14691151,49071954782
14691152,46560724895
14691153,44667086246
14691154,47558212858
14691155,42414024027
14691156,42536782294
14691157,38830453673
14691158,34666117720
14691159,32398233576
14691160,36442473485
14691161,40992053610
14691162,45507028362
14691163,41790184254
14691164,40293760233
14691165,41627191231
14691166,37122748598
14691167,37057028959
14691168,35727332453
14691169,40191087503
14691170,39620397662
14691171,40953780480
14691172,41432900387
14691173,46601473441
14691174,52420752437
14691175,46516826752
14691176,52325130503
14691177,46637278044
14691178,44535410931
14691179,42322993406
14691180,39801121414
14691181,39617771968
14691182,36833758542
14691183,35172041894
14691184,39565036960
14691185,44505335191
14691186,50067755500
14691187,51333338664
14691188,49199886297
14691189,55055083668
14691190,50605553256
14691191,47401034358
14691192,49244183322
14691193,54729936663
14691194,50070624231
14691195,48065376261
14691196,44719427473
14691197,49225580316
14691198,50769948114
14691199,47412937884
14691200,44115563633
14691201,44270446176
14691202,42259520407
14691203,39807767733
14691204,43201019589
14691205,42937184095
14691206,38918246060
14691207,37181889053
14691208,33139610719
14691209,37280731032
14691210,41384405738
14691211,37038565515
14691212,36503796758
14691213,35553021339
14691214,35607796428
14691215,37684753004
14691216,34709501763
14691217,31223259860
14691218,35126125971
14691219,33405192209
14691220,31582200720
14691221,35526385703
14691222,33165650860
14691223,31268348245
14691224,32128519941
14691225,31550970269
14691226,32487912722
14691227,36542506843
14691228,33180998182
14691229,30811863852
14691230,34598579091
14691231,38923332856
14691232,41322996864
14691233,41277726144
14691234,38181255159
14691235,36192950706
14691236,33012578278
14691237,31076929768
14691238,34957526665
14691239,39323918087
14691240,43564663274
14691241,40577275898
14691242,36967850145
14691243,34519813867
14691244,38834525861
14691245,41257409869
14691246,38311015548
14691247,43096749227
14691248,45668416917
14691249,43008261154
14691250,43529663374
14691251,43451303806
14691252,44904994470
14691253,41208955954
14691254,40402432683
14691255,36826273948
14691256,37286009736
14691257,33064801038
14691258,37177169813
14691259,38131627190
14691260,33771339553
14691261,32293872548
14691262,30633898982
14691263,31186800283
14691264,35084995163
14691265,39469558101
14691266,40652324916
14691267,37069806939
14691268,37083289037
14691269,32659384301
14691270,36738911917
14691271,37167395825
14691272,33987077249
14691273,32529825532
14691274,31045637660
14691275,29090966630
14691276,25454595802
14691277,28635775851
14691278,32214251325
14691279,36236589321
14691280,40764922791
14691281,37709080230
14691282,38263067784
14691283,34465061095
14691284,30156928459
14691285,33925653513
14691286,38166102366
14691287,42932034605
14691288,48292259405
14691289,43092645116
14691290,42261328510
14691291,42087161313
14691292,37516942771
14691293,42133253457
14691294,39897305267
14691295,36240367454
14691296,40749795334
14691297,36962325642
14691298,35127970434
14691299,37738451693
14691300,36839991303
14691301,39464276418
14691302,35444045217
14691303,31532321524
14691304,34274508627
14691305,38556615212
14691306,39358171262
14691307,35027973675
14691308,37091671290
14691309,35896291417
14691310,40382671540
14691311,45426487743
14691312,44384921478
14691313,47373272966
14691314,41897859924
14691315,40657583460
14691316,38494359726
14691317,38395526137
14691318,41208579478
14691319,41134737144
14691320,43460333156
14691321,48891773443
14691322,55002280452
14691323,50820935992
14691324,52476688439
14691325,47814383731
14691326,44528524197
14691327,44636095907
14691328,42839766690
14691329,43210217860
14691330,38968675509
14691331,43834487762
14691332,43719569328
14691333,40150228020
14691334,37615201628
14691335,42312532524
14691336,37882454092
14691337,40837699059
14691338,35732986677
14691339,32878896328
14691340,36984805551
14691341,34926333255
14691342,31239086633
14691343,35143552965
14691344,39246339612
14691345,36982744835
14691346,41603180362
14691347,44281055392
14691348,40363809234
14691349,40948906530
14691350,46060618590
14691351,40506348999
14691352,45567645060
14691353,43189881352
14691354,44072543810
14691355,49580609503
14691356,51530414227
14691357,51471669500
14691358,51015860416
14691359,49143831262
14691360,43380768516
14691361,48800892961
14691362,54894032560
14691363,55226565055
14691364,48323244424
14691365,48903406450
14691366,43902291096
14691367,40560903625
14691368,38068821858
14691369,36869107901
14691370,41476911408
14691371,39387403969
14691372,41765063896
14691373,42658007835
14691374,42008541799
14691375,39012287457
14691376,41036845719
14691377,41000592402
14691378,38328562270
14691379,34938091487
14691380,38322308949
14691381,39643191777
14691382,36357275233
14691383,36222463555
14691384,40748808271
14691385,40299199584
14691386,37362051589
14691387,42027556830
14691388,47274133430
14691389,42772993394
14691390,48119081836
14691391,47711812827
14691392,44245308561
14691393,49773353936
14691394,54179076178
14691395,53277599535
14691396,47958784295
14691397,53595153607
14691398,47756561888
14691399,46546800224
14691400,41202907937
14691401,41092342524
14691402,42547174437
14691403,38783221318
14691404,35579276006
14691405,37173591689
14691406,38975887818
14691407,43249940153
14691408,38177036096
14691409,35628536642
14691410,34860551362
14691411,39213301973
14691412,42949367944
14691413,43555691797
14691414,44555133085
14691415,45904134190
14691416,44304855856
14691417,42333346892
14691418,41005148098
14691419,46129692963
14691420,45707829552
14691421,40246910241
14691422,45274572364
14691423,39771724646
14691424,44741519508
14691425,41489882920
14691426,46671728788
14691427,52500882253
14691428,49353778355
14691429,55519226766
14691430,54118009682
14691431,47896729714
14691432,48399566026
14691433,47473296745
14691434,41932293067
14691435,47168231389
14691436,48790712973
14691437,52076896414
14691438,58410014656
14691439,60212761391
14691440,52686166218
14691441,46268735645
14691442,42907195943
14691443,44731292595
14691444,41600799549
14691445,38701336836
14691446,42459956819
14691447,47433530064
14691448,44665849202
14691449,45157652140
14691450,45015932752
14691451,41008852591
14691452,35882746018
14691453,39095575098
14691454,43977450627
14691455,49473200122
14691456,44281729868
14691457,40906973108
14691458,36982577982
14691459,41601879793
14691460,46749767468
14691461,43799564955
14691462,38768346889
14691463,39834187604
14691464,44796275922
14691465,40374345813
14691466,36535078951
14691467,36360267428
14691468,38406064941
14691469,35344857070
14691470,38901305776
14691471,34517591541
14691472,38830455873
14691473,36893277137
14691474,34223194554
14691475,30446606856
14691476,34249958418
14691477,36128871709
14691478,35391316148
14691479,34966949199
14691480,31161058157
14691481,31947330335
14691482,32814000968
14691483,31624441461
14691484,29951742793
14691485,31261228017
14691486,28591110665
14691487,32160427126
14691488,36179019627
14691489,34070657713
14691490,30899091902
14691491,27867982143
14691492,31347079667
14691493,35262900389
14691494,33504743957
14691495,37678051824
14691496,42384857482
14691497,47681385607
14691498,43609639644
14691499,44116830292
14691500,39843816732
14691501,37262150567
14691502,41918756292
14691503,42371974377
14691504,42628953714
14691505,42361027130
14691506,38251375339
14691507,33944946888
14691508,36565925059
14691509,41132526509
14691510,37325618976
14691511,39047633919
14691512,34665753020
14691513,34122783909
14691514,38383609491
14691515,38862735775
14691516,39101588092
14691517,34641861025
14691518,37163632363
14691519,41105584028
14691520,46188813639
14691521,46073196657
14691522,46615480446
14691523,40788545391
14691524,39146737881
14691525,44036190546
14691526,49534431212
14691527,55720568760
14691528,51039086770
14691529,57410432242
14691530,63784038647
14691531,66786629547
14691532,58438300854
14691533,58272498856
14691534,52880150581
14691535,49992177414
14691536,52807529481
14691537,54360504125
14691538,53585450481
14691539,60279739901
14691540,56191204925
14691541,54247636962
14691542,52824202932
14691543,49929365299
14691544,46776489816
14691545,52620028704
14691546,56271622649
14691547,52089792597
14691548,47241675978
14691549,48178368227
14691550,52654884998
14691551,48101652429
14691552,53586430144
14691553,52996508170
14691554,49358113754
14691555,47381592063
14691556,47226910404
14691557,41710294167
14691558,44262767226
14691559,39322708958
14691560,34407370339
14691561,31733481264
14691562,27766796106
14691563,31236577984
14691564,35139997516
14691565,39526862629
14691566,37674584352
14691567,34532746082
14691568,33781538998
14691569,35582710695
14691570,40030043960
14691571,43802490981
14691572,43893262518
14691573,43159557620
14691574,42935483628
14691575,48299213321
14691576,53063589419
14691577,46931741885
14691578,41702396012
14691579,40944438881
14691580,41155392477
14691581,38012214540
14691582,33562952561
14691583,35824707241
14691584,34061717775
14691585,30791090268
14691586,27128644550
14691587,30517985268
14691588,34329550654
14691589,37436690247
14691590,36309714346
14691591,34409259448
14691592,37771288414
14691593,36986486490
14691594,33693537178
14691595,36446984828
14691596,35082363247
14691597,32147111082
14691598,36115635981
14691599,31601181484
14691600,35549099511
14691601,39989635719
14691602,38626186828
14691603,37107769249
14691604,33183080473
14691605,29035195414
14691606,31418903943
14691607,31146418915
14691608,27970987748
14691609,31466452625
14691610,35394494603
14691611,38436339280
14691612,33631796870
14691613,34026513027
14691614,38273934785
14691615,34194077369
14691616,30933439253
14691617,27066759347
14691618,30447977720
14691619,34251312575
14691620,33544072064
14691621,37736068320
14691622,39966050145
14691623,39525621371
14691624,40385243688
14691625,37276181186
14691626,35398040789
14691627,34983244778
14691628,37344771516
14691629,35352329280
14691630,32433677139
14691631,36246028566
14691632,40771304455
14691633,45867377064
14691634,40133954931
14691635,45145914316
14691636,50385414794
14691637,46051429785
14691638,45520362011
14691639,42241504162
14691640,42647300811
14691641,37680945867
14691642,38562083992
14691643,39688483429
14691644,38934272505
14691645,36166251019
14691646,36134549074
14691647,35883697615
14691648,34291770690
14691649,38526536274
14691650,35723239868
14691651,40184060964
14691652,41728790181
14691653,39836734157
14691654,44812506247
14691655,45923994022
14691656,48359425682
14691657,54238086012
14691658,53272344384
14691659,48740707831
14691660,48730930824
14691661,47665193489
14691662,41999545338
14691663,41764717131
14691664,39250673648
14691665,35155003660
14691666,35932722936
14691667,37623144049
14691668,32920251043
14691669,37032078684
14691670,33764159567
14691671,34366851689
14691672,38658276853
14691673,43480427514
14691674,40157402551
14691675,38459041676
14691676,34520100487
14691677,31299131330
14691678,35210045285
14691679,37747964569
14691680,36815373859
14691681,34514720863
14691682,33934358996
14691683,31601756405
14691684,29584397715
14691685,33277468552
14691686,29916333304
14691687,33651232201
14691688,37423040938
14691689,35706068573
14691690,36766344903
14691691,34269697245
14691692,33403265343
14691693,29843870751
14691694,26546380188
14691695,29861367513
14691696,32867295880
14691697,31712973168
14691698,31721846666
14691699,33110474972
14691700,32655537322
14691701,33360879783
14691702,32536302414
14691703,30476176114
14691704,26690278470
14691705,30023338238
14691706,33774708563
14691707,37994289294
14691708,42737599133
14691709,41340936296
14691710,40691298622
14691711,42167721642
14691712,42189811926
14691713,42346495043
14691714,37528529628
14691715,42217348179
14691716,42763038872
14691717,43617860615
14691718,39729265096
14691719,44694695904
14691720,47929890180
14691721,47048443523
14691722,41831210256
14691723,42269973985
14691724,37536482260
14691725,42224436676
14691726,47498108363
14691727,45127517929
14691728,49725822249
14691729,45634184938
14691730,41038862994
14691731,43022684199
14691732,41212138206
14691733,43032035868
14691734,42494688491
14691735,38388440908
14691736,42205697352
14691737,46383586224
14691738,43565443988
14691739,44155767456
14691740,48062946837
14691741,50727850194
14691742,47638688983
14691743,45141451043
14691744,41263587847
14691745,38689518472
14691746,40585564609
14691747,43071327404
14691748,43132616259
14691749,45225813609
14691750,41151278674
14691751,40676108953
14691752,45523582886
14691753,43210420763
14691754,38082114531
14691755,40818429990
14691756,42333397241
14691757,37343691747
14691758,32971527990
14691759,37087431970
14691760,41700555595
14691761,37988485662
14691762,35972064039
14691763,34663402982
14691764,30330477610
14691765,34119527248
14691766,38380261204
14691767,36959904967
14691768,41575781606
14691769,46770512915
14691770,49840763372
14691771,56066089447
14691772,61283933324
14691773,53735118590
14691774,50677113891
14691775,46502765010
14691776,52313021966
14691777,49426850048
14691778,50324110160
14691779,53345703931
14691780,50262938387
14691781,45574576944
14691782,47815872732
14691783,51193389538
14691784,50786039898
14691785,50903326871
14691786,44686640576
14691787,42499650566
14691788,39569905458
14691789,42068598110
14691790,37772584630
14691791,40089994222
14691792,36005842738
14691793,34629134183
14691794,32080316742
14691795,28070277150
14691796,30723044520
14691797,34560248575
14691798,33241474706
14691799,32414081727
14691800,33641370766
14691801,32666799599
14691802,30794316762
14691803,34641753052
14691804,34997214389
14691805,38207377581
14691806,41371902443
14691807,38695271022
14691808,43528089611
14691809,38986903049
14691810,35874189360
14691811,40358443000
14691812,37637258778
14691813,34564442351
14691814,32368268432
14691815,28712265252
14691816,32296850777
14691817,36326691322
14691818,32975337087
14691819,37092646901
14691820,41727991119
14691821,40304815179
14691822,36185875525
14691823,40704242334
14691824,45779862241
14691825,41420917017
14691826,36243302390
14691827,39234161692
14691828,43315291344
14691829,48722299106
14691830,44646662546
14691831,43469832702
14691832,38036103615
14691833,42786218959
14691834,48131459576
14691835,54144183092
14691836,60907108303
14691837,62073999675
14691838,57909916179
14691839,58601253927
14691840,60018148667
14691841,66683239599
14691842,58682344365
14691843,59590561586
14691844,56667190163
14691845,51626998241
14691846,58080117648
14691847,65334560045
14691848,72863733256
14691849,74200794507
14691850,72354043027
14691851,65051209030
14691852,58737877243
14691853,53583169871
14691854,54179099559
14691855,47435156142
14691856,49692139450
14691857,51763148592
14691858,48207403763
14691859,46164651185
14691860,51934879768
14691861,49596554220
14691862,46025742840
14691863,42220845511
14691864,47493110745
14691865,48100292191
14691866,42087755668
14691867,41296483681
14691868,46453048670
14691869,46968862431
14691870,52839853432
14691871,47470656000
14691872,53397033920
14691873,51984353537
14691874,58480485571
14691875,64022189465
14691876,56737478692
14691877,51904720368
14691878,47231035627
14691879,53128104351
14691880,54075280590
14691881,60831891366
14691882,61263102790
14691883,54865360596
14691884,61720602231
14691885,54005526953
14691886,60753734465
14691887,55646655558
14691888,55388869563
14691889,50233705076
14691890,48336999702
14691891,51083697747
14691892,48299923992
14691893,43548363022
14691894,48989133643
14691895,49859019808
14691896,54240731017
14691897,50947514074
14691898,45286887387
14691899,42373907195
14691900,44537519853
14691901,47284477652
14691902,46532889304
14691903,45375096140
14691904,39703209123
14691905,40925745810
14691906,38525499805
14691907,38817210151
14691908,36019652090
14691909,35382275777
14691910,38819939195
14691911,37374486901
14691912,32702676039
14691913,36789441933
14691914,36967891267
14691915,41585557342
14691916,46777456905
14691917,44645815211
14691918,50203698336
14691919,50649068104
14691920,56976050173
14691921,54985051415
14691922,48735058991
14691923,42643176618
14691924,47970147818
14691925,53965056340
14691926,60706036186
14691927,56362965487
14691928,62624739242
14691929,58760984046
14691930,55889258343
14691931,50524592268
14691932,46055540318
14691933,40909704683
14691934,42625163598
14691935,40898180769
