number,base_fee_per_gas
14693490,64859242512
14693491,61054022689
14693492,59868009912
14693493,62896350869
14693494,55034307011
14693495,55081758507
14693496,49140903968
14693497,55277327257
14693498,53224901608
14693499,47600596095
14693500,48652099041
14693501,48257919610
14693502,47707631693
14693503,53627364701
14693504,55822354829
14693505,51001148113
14693506,46930667096
14693507,52789074105
14693508,59385889793
14693509,63206477548
14693510,59034874786
14693511,55385476083
14693512,52738818339
14693513,46146466047
14693514,51907156290
14693515,49948434579
14693516,52633874295
14693517,53446219478
14693518,47505920719
14693519,42735265944
14693520,43229353282
14693521,38804893818
14693522,38141154296
14693523,35604318106
14693524,40049250782
14693525,45054651867
14693526,50679298752
14693527,57012950024
14693528,62721084469
14693529,55124176572
14693530,60053820515
14693531,57963234923
14693532,52672582210
14693533,54221385040
14693534,53158536095
14693535,59797091561
14693536,53519372259
14693537,60208420939
14693538,67725881312
14693539,76173423611
14693540,85687288073
14693541,83840090083
14693542,77952229421
14693543,79527807606
14693544,73504216379
14693545,66587347724
14693546,74902463517
14693547,76879600776
14693548,67269650679
14693549,66900817066
14693550,75252416792
14693551,84646735983
14693552,95223951587
14693553,87082247180
14693554,84956429992
14693555,75694692386
14693556,85146214901
14693557,78557532089
14693558,88366536491
14693559,83520426527
14693560,76181574345
14693561,79632031196
14693562,75444134070
14693563,68427030038
14693564,62301850723
14693565,67656102978
14693566,60923935038
14693567,60376844284
14693568,55858020519
14693569,55375352982
14693570,62291354297
14693571,61156225177
14693572,68791099304
14693573,65982941937
14693574,63668564445
14693575,71626372038
14693576,68134621618
14693577,63882272316
14693578,67530718577
14693579,66849991979
14693580,60687293440
14693581,55801783256
14693582,57163573662
14693583,54186004424
14693584,57861730999
14693585,51672643522
14693586,56681913599
14693587,59547727358
14693588,66986201689
14693589,66153180823
14693590,66421278666
14693591,63653181148
14693592,69941051314
14693593,71434518034
14693594,68876608431
14693595,61864969682
14693596,54131848472
14693597,50923441634
14693598,57283972578
14693599,57054499667
14693600,64178882678
14693601,58203291738
14693602,65475753238
14693603,73653705911
14693604,64446992673
14693605,60884373864
14693606,65894831156
14693607,59047419198
14693608,55676980757
14693609,62628575298
14693610,70453645981
14693611,74378568062
14693612,65081247055
14693613,70406696225
14693614,68359760586
14693615,59814790513
14693616,59844134410
14693617,55623096712
14693618,62565939121
14693619,67676053464
14693620,66673581056
14693621,75000897974
14693622,80411888383
14693623,72632157206
14693624,68318162571
14693625,59778392250
14693626,56948090118
14693627,55798651291
14693628,49377396905
14693629,55541476916
14693630,56287148088
14693631,63319008624
14693632,63216179610
14693633,60122217902
14693634,67622420481
14693635,76070789264
14693636,72647082029
14693637,65661886502
14693638,73866424741
14693639,74965442442
14693640,69250071488
14693641,68916196119
14693642,72825991853
14693643,66320617647
14693644,67991793845
14693645,61548707527
14693646,61807792327
14693647,68317092336
14693648,66484801476
14693649,74785668664
14693650,84123418572
14693651,80040193170
14693652,89811603551
14693653,101036397709
14693654,102188353251
14693655,93991022924
14693656,105730247911
14693657,101208415717
14693658,89765492269
14693659,87169804914
14693660,79704076605
14693661,77383686362
14693662,70691035821
14693663,68604796352
14693664,67338454147
14693665,58921147379
14693666,59966769425
14693667,67281299079
14693668,64294494386
14693669,59799382933
14693670,58581320117
14693671,61069652650
14693672,54385900602
14693673,49893667902
14693674,50762913302
14693675,46162141813
14693676,43534974712
14693677,48971740149
14693678,55086270066
14693679,50571486047
14693680,46384147198
14693681,47786542347
14693682,44330606353
14693683,49821567775
14693684,46272244827
14693685,52049282151
14693686,46221839317
14693687,51627896340
14693688,45174409298
14693689,40522310984
14693690,45584500575
14693691,51277790069
14693692,57679087286
14693693,64888209910
14693694,72991802352
14693695,67583952245
14693696,66485059284
14693697,70272458715
14693698,65520259389
14693699,65505334938
14693700,64525381390
14693701,72573829550
14693702,68938553468
14693703,62840396672
14693704,58970244388
14693705,58524815596
14693706,55456179063
14693707,62386614474
14693708,61985810708
14693709,62727308912
14693710,56085721059
14693711,63087447154
14693712,65515152697
14693713,57630125631
14693714,64828776373
14693715,62051073459
14693716,60449004965
14693717,68004737162
14693718,64065164935
14693719,58075290370
14693720,57061510679
14693721,49928821845
14693722,56162497240
14693723,63181061170
14693724,71054012134
14693725,76805368420
14693726,67204697368
14693727,64990923599
14693728,73109404545
14693729,82237501791
14693730,77102833496
14693731,71864565762
14693732,73983472960
14693733,67532191801
14693734,65359284575
14693735,70196044835
14693736,66358504092
14693737,59397772540
14693738,62016176332
14693739,64517895965
14693740,61088813748
14693741,62807879357
14693742,59361958344
14693743,52989849853
14693744,59604574596
14693745,57055254301
14693746,51384473547
14693747,47640863294
14693748,51428157490
14693749,53597022334
14693750,60288749478
14693751,60123971283
14693752,55033405906
14693753,49281811450
14693754,55437359708
14693755,58036182629
14693756,54606856419
14693757,54780836169
14693758,56827790521
14693759,51827648673
14693760,46630148774
14693761,45132701206
14693762,46120134000
14693763,45623832140
14693764,50702261332
14693765,49268809958
14693766,54555458783
14693767,53182079214
14693768,47412826479
14693769,44816178571
14693770,50415887293
14693771,49160095295
14693772,47764181090
14693773,50083119125
14693774,44453472698
14693775,43250295377
14693776,42169708943
14693777,46000228542
14693778,42726663566
14693779,43396440604
14693780,38938949532
14693781,43805617357
14693782,49255097484
14693783,55411828027
14693784,56410003380
14693785,49358752958
14693786,51730611386
14693787,48299655751
14693788,43129689860
14693789,48513732212
14693790,42449515686
14693791,45712788513
14693792,44014694956
14693793,40424804352
14693794,36401830907
14693795,40945959733
14693796,36370148075
14693797,40910074065
14693798,46018762178
14693799,46501243823
14693800,42410901444
14693801,43548328169
14693802,46183111566
14693803,41722701950
14693804,46703069974
14693805,52537184594
14693806,54587977235
14693807,54792625755
14693808,48644632593
14693809,43407771971
14693810,47841773507
14693811,50697976611
14693812,50283107346
14693813,46047231789
14693814,45832759734
14693815,48660033383
14693816,45253088322
14693817,41720135666
14693818,46933695548
14693819,47770639109
14693820,43900121802
14693821,48350925823
14693822,46095267699
14693823,41215870807
14693824,38943356491
14693825,43806194917
14693826,38330420553
14693827,43080876668
14693828,38855899917
14693829,41176331194
14693830,46318481188
14693831,52104983810
14693832,48423892625
14693833,53923559957
14693834,52677405545
14693835,53426279394
14693836,48605890758
14693837,48625138751
14693838,54701580064
14693839,50655960150
14693840,56984858469
14693841,56682864645
14693842,51858824965
14693843,51132624664
14693844,57515932897
14693845,53825361599
14693846,56057336811
14693847,55793534254
14693848,59323524214
14693849,57489376796
14693850,61628764272
14693851,54496815586
14693852,47684713638
14693853,53638005087
14693854,55060652625
14693855,54765133895
14693856,56268376094
14693857,49234829083
14693858,53056118034
14693859,59686999151
14693860,61343315367
14693861,56027254451
14693862,54099882417
14693863,50089765151
14693864,47515996488
14693865,46156171426
14693866,44971529963
14693867,50590196462
14693868,56911912094
14693869,64016106882
14693870,61367308695
14693871,61123932411
14693872,65468650538
14693873,72328974034
14693874,68047974555
14693875,62727252956
14693876,57201458175
14693877,64350734280
14693878,66577600556
14693879,66557848092
14693880,60682142913
14693881,55655228062
14693882,62603288586
14693883,56619369850
14693884,53572247949
14693885,54064630033
14693886,60821830280
14693887,61697957905
14693888,61282656088
14693889,67677684077
14693890,76050684245
14693891,85552785653
14693892,83899711915
14693893,86392743612
14693894,95275353214
14693895,99265188065
14693896,99762438835
14693897,88150294606
14693898,84843930584
14693899,78644057221
14693900,78982446215
14693901,88847605832
14693902,85400970275
14693903,80399827478
14693904,77618337157
14693905,70238712951
14693906,73521640619
14693907,65753512048
14693908,63513940791
14693909,59624604439
14693910,59929496030
14693911,57311339318
14693912,55970747811
14693913,52462078293
14693914,50258344045
14693915,47979539843
14693916,53973810475
14693917,58697466131
14693918,66030858519
14693919,64721553536
14693920,60391917648
14693921,53262929573
14693922,52024935751
14693923,51518599162
14693924,57957652671
14693925,61455853793
14693926,60337777203
14693927,67876996124
14693928,60634124151
14693929,55364507415
14693930,56023249921
14693931,54086798145
14693932,49382246593
14693933,55539747315
14693934,52944137954
14693935,51558696635
14693936,57998297499
14693937,55335491748
14693938,62243152439
14693939,69928955480
14693940,78660616441
14693941,80986736017
14693942,75586236085
14693943,68379416645
14693944,70302490867
14693945,62815654052
14693946,60721934495
14693947,57471910853
14693948,52656461284
14693949,50805290066
14693950,46586866713
14693951,46586368524
14693952,40763072459
14693953,39140127077
14693954,44030625301
14693955,38526797139
14693956,43339757842
14693957,48749798776
14693958,54838050175
14693959,61692736071
14693960,56299065624
14693961,56587495189
14693962,50972142149
14693963,51361415549
14693964,46545304835
14693965,52355805418
14693966,58894438220
14693967,66256199317
14693968,59568241880
14693969,54200902487
14693970,60975027486
14693971,64968110823
14693972,67750408498
14693973,64875122447
14693974,65625959372
14693975,65835937175
14693976,57948208039
14693977,65190607917
14693978,73336739904
14693979,75555322959
14693980,71678979782
14693981,70273791698
14693982,62392246303
14693983,60701858969
14693984,63758318789
14693985,56833852953
14693986,53427176394
14693987,51039252307
14693988,47618602609
14693989,45050851590
14693990,50676586955
14693991,57002618769
14693992,64125940986
14693993,61313631722
14693994,64212126873
14693995,56728359463
14693996,62324775714
14693997,54534178750
14693998,52811400836
14693999,59411309813
14694000,58296224386
14694001,54083874049
14694002,58566524134
14694003,58670783578
14694004,59492765656
14694005,55064474197
14694006,57737588274
14694007,54862134167
14694008,51781639964
14694009,52627383956
14694010,59188783746
14694011,64390784638
14694012,61341572080
14694013,59820799493
14694014,53286828547
14694015,57906044664
14694016,54787836008
14694017,56435167812
14694018,56911592558
14694019,51120349999
14694020,55703330272
14694021,53202361069
14694022,47851519744
14694023,46707673550
14694024,42157689904
14694025,47000263994
14694026,41328643893
14694027,44459066004
14694028,39187889880
14694029,37290994897
14694030,37757907985
14694031,37672929492
14694032,36041932172
14694033,39824137371
14694034,44801567798
14694035,48174972781
14694036,46480016512
14694037,52284930171
14694038,54741464813
14694039,55405754769
14694040,52321359341
14694041,57272530937
14694042,62642188289
14694043,57225221166
14694044,55360415550
14694045,49755169149
14694046,46019450367
14694047,48015285934
14694048,42013375193
14694049,45858123799
14694050,43030681077
14694051,44246667164
14694052,40800059383
14694053,40162344595
14694054,37593182840
14694055,38329753323
14694056,34941243867
14694057,36520136765
14694058,41082668665
14694059,46217521238
14694060,45916802475
14694061,40177202166
14694062,45197515668
14694063,47475205444
14694064,46289295465
14694065,44305367419
14694066,43366520901
14694067,40853110187
14694068,41590365718
14694069,38555700180
14694070,43370544707
14694071,47032157434
14694072,45283611629
14694073,44559601329
14694074,49786537599
14694075,44865371337
14694076,45338543719
14694077,47050905237
14694078,48399866674
14694079,48294044078
14694080,48703335296
14694081,49969469004
14694082,45930709991
14694083,40970083786
14694084,42469584910
14694085,40209718668
14694086,44254205130
14694087,41112631090
14694088,40428749291
14694089,36304753868
14694090,40826615881
14694091,45320088325
14694092,42111984265
14694093,38505172124
14694094,38165114689
14694095,33766331771
14694096,37987071185
14694097,34726567383
14694098,33232759963
14694099,37381884017
14694100,42052469433
14694101,47303018013
14694102,45384525466
14694103,50932859723
14694104,54184660936
14694105,57121913421
14694106,51085719446
14694107,45308985457
14694108,45931942096
14694109,40804186203
14694110,45901534952
14694111,51636976880
14694112,58089129021
14694113,52710793559
14694114,50951425431
14694115,45671074457
14694116,51378635064
14694117,52189519853
14694118,50165903256
14694119,48289777490
14694120,54325708092
14694121,53202197981
14694122,48658984758
14694123,48166954836
14694124,49461021056
14694125,52340536597
14694126,50577819524
14694127,55023974955
14694128,48389568654
14694129,49569839291
14694130,43945180608
14694131,43665464041
14694132,40938633682
14694133,38432321743
14694134,35962568190
14694135,38547312502
14694136,38843978401
14694137,43698266682
14694138,49158059826
14694139,45555525750
14694140,51244966696
14694141,56376355386
14694142,56302102089
14694143,57715436194
14694144,58046860627
14694145,57090342219
14694146,53808729244
14694147,50825086968
14694148,51029810171
14694149,45132394518
14694150,50770399735
14694151,57109026171
14694152,54443762197
14694153,50779652539
14694154,57125510393
14694155,51586399544
14694156,58033412836
14694157,60162813025
14694158,54620204184
14694159,51191868739
14694160,57582941854
14694161,64779800442
14694162,64524612295
14694163,61653060032
14694164,59940534172
14694165,54972190196
14694166,50647340172
14694167,47170986798
14694168,49126908433
14694169,49253226405
14694170,53984311764
14694171,56820198534
14694172,51283692842
14694173,52694312752
14694174,59279522773
14694175,66685364384
14694176,75009735642
14694177,84384131735
14694178,81971998672
14694179,73752714866
14694180,77546486912
14694181,75908390550
14694182,69719718680
14694183,61381346461
14694184,67464038405
14694185,66035688648
14694186,69765108836
14694187,75645261204
14694188,74257009188
14694189,70516523676
14694190,79326451250
14694191,82802865922
14694192,73736916894
14694193,73664262067
14694194,69493975339
14694195,64681342654
14694196,64148444392
14694197,58683891673
14694198,63433263628
14694199,69297883826
14694200,62959429879
14694201,66053177101
14694202,61434001365
14694203,58640637624
14694204,64093605308
14694205,59099887716
14694206,65464726460
14694207,69024258950
14694208,65963999049
14694209,58903420381
14694210,57969968220
14694211,62478202795
14694212,70285990816
14694213,79060840653
14694214,84699577081
14694215,95252692298
14694216,90307131149
14694217,89299877643
14694218,90192618994
14694219,90943410505
14694220,80228952764
14694221,85087709738
14694222,79593870729
14694223,74361963305
14694224,83645070986
14694225,84579104823
14694226,83946656814
14694227,87875143490
14694228,85105163722
14694229,95734456122
14694230,94332983882
14694231,83927289812
14694232,84165500455
14694233,94679021288
14694234,102882685055
14694235,102566882367
14694236,90838033719
14694237,83159711227
14694238,93548143628
14694239,86293584095
14694240,97072104426
14694241,97441026062
14694242,88910714789
14694243,86291039857
14694244,76698374220
14694245,75402867164
14694246,77229495643
14694247,79336130360
14694248,86083374042
14694249,82570789311
14694250,74542886876
14694251,73799756253
14694252,70945037010
14694253,74288791851
14694254,74109523228
14694255,78709285799
14694256,81734123662
14694257,73724876327
14694258,66715857450
14694259,67014816489
14694260,61827386628
14694261,62216987783
14694262,55825673053
14694263,62798239532
14694264,59857941857
14694265,55769317261
14694266,51344982563
14694267,57762419499
14694268,57052922389
14694269,54884067906
14694270,52137700249
14694271,58646161032
14694272,51315390903
14694273,57724986410
14694274,64939627905
14694275,73045152524
14694276,74827843819
14694277,77135014556
14694278,79745417583
14694279,75650023880
14694280,70277050911
14694281,68840957216
14694282,65477198239
14694283,66678800314
14694284,65267287348
14694285,68151931753
14694286,67733843572
14694287,76192140582
14694288,83142614998
14694289,80722266269
14694290,73125557696
14694291,82264030267
14694292,76661476635
14694293,72721597896
14694294,80546240610
14694295,90603405305
14694296,98658176258
14694297,110980281555
14694298,107812012729
14694299,94335511138
14694300,97074480894
14694301,89707610175
14694302,90593069888
14694303,80847463775
14694304,85056169362
14694305,74424148192
14694306,69263013439
14694307,60605136760
14694308,58287373443
14694309,57445622105
14694310,59791233242
14694311,53203639602
14694312,50258553034
14694313,44934095752
14694314,48298998708
14694315,51624710384
14694316,49081676721
14694317,55208761002
14694318,62101057400
14694319,69863038666
14694320,68355306959
14694321,76888405816
14694322,77072007765
14694323,73407073418
14694324,69304681194
14694325,72493542562
14694326,64891516438
14694327,70869561267
14694328,63306258195
14694329,61347174646
14694330,59817301065
14694331,55577512327
14694332,55264100282
14694333,60335732818
14694334,60418392771
14694335,67969403193
14694336,76456651509
14694337,76519310365
14694338,67642155374
14694339,62318406847
14694340,56015917452
14694341,49932880539
14694342,50080109028
14694343,46340689706
14694344,48048136279
14694345,53652648283
14694346,50448117953
14694347,51353271010
14694348,47010936426
14694349,42930227308
14694350,44645930264
14694351,49593107411
14694352,47164489671
14694353,43208968507
14694354,48609454038
14694355,54682352189
14694356,61509107563
14694357,58510283725
14694358,54485119466
14694359,60879091712
14694360,66978370197
14694361,73692534255
14694362,65807663192
14694363,74029727463
14694364,83283198480
14694365,93686307539
14694366,87551783553
14694367,84238893266
14694368,81232972973
14694369,81480522638
14694370,80968454622
14694371,73884027921
14694372,69408120914
14694373,66155968880
14694374,59754320845
14694375,54427188285
14694376,61228615649
14694377,57739345307
14694378,57038957734
14694379,58245598607
14694380,51302319417
14694381,55609424026
14694382,51111694920
14694383,57495475332
14694384,63307848171
14694385,55394367150
14694386,54980453976
14694387,49966417551
14694388,56204060228
14694389,58500187182
14694390,65800072101
14694391,67310781130
14694392,67621057757
14694393,59242098680
14694394,60896392816
14694395,54874648953
14694396,58075856715
14694397,55948126229
14694398,52071964514
14694399,50005019303
14694400,45512726693
14694401,49144774649
14694402,43001677818
14694403,48369450046
14694404,50141623258
14694405,46422482118
14694406,50537937287
14694407,47480628346
14694408,47055493527
14694409,52729799421
14694410,59319395876
14694411,66731977060
14694412,60664529979
14694413,65356525627
14694414,66535446480
14694415,60477627770
14694416,57159172700
14694417,64299624623
14694418,64286177408
14694419,61274903995
14694420,57298047532
14694421,51555524002
14694422,45690610985
14694423,47622094752
14694424,50121303475
14694425,44833825900
14694426,48295192847
14694427,48772928567
14694428,47667843098
14694429,50219986735
14694430,51634263011
14694431,55522017470
14694432,53707513985
14694433,55169873364
14694434,50559202915
14694435,51857548480
14694436,48325508382
14694437,43872878139
14694438,41034975918
14694439,37728860622
14694440,42441060205
14694441,47741987030
14694442,53707361040
14694443,49846683654
14694444,56074634002
14694445,57648516839
14694446,55396608650
14694447,62229361620
14694448,59701310399
14694449,55926591893
14694450,55374487698
14694451,51801650594
14694452,58273859761
14694453,53312785125
14694454,52547719114
14694455,56137348414
14694456,61520480262
14694457,55293412112
14694458,56564002551
14694459,58384367248
14694460,63783886187
14694461,59884921802
14694462,53551504272
14694463,47937283252
14694464,41945122846
14694465,47185487827
14694466,53080309086
14694467,47808488238
14694468,53781835876
14694469,56320887681
14694470,54272956481
14694471,49470113259
14694472,53722976492
14694473,49772955144
14694474,55989019875
14694475,62979999725
14694476,60857483848
14694477,68460071034
14694478,66744817647
14694479,60382030288
14694480,59007760942
14694481,55456207029
14694482,49788762904
14694483,50381921745
14694484,46746801015
14694485,49627242283
14694486,45010890471
14694487,44999525222
14694488,40804525758
14694489,37902744225
14694490,40859799801
14694491,41359468756
14694492,37404343755
14694493,39658991566
14694494,44611485803
14694495,50180238991
14694496,56452209354
14694497,52802997882
14694498,47324799679
14694499,48159098421
14694500,54173456657
14694501,60945001633
14694502,68553853547
14694503,69226561754
14694504,60573241535
14694505,68144302174
14694506,76661136142
14694507,75862668155
14694508,69204016868
14694509,70011946678
14694510,76711484371
14694511,79753648407
14694512,88223309474
14694513,84455722186
14694514,81070121018
14694515,75814834196
14694516,67721190091
14694517,76178007366
14694518,85692123476
14694519,85765112728
14694520,75851535116
14694521,66370093227
14694522,74656373371
14694523,72106664736
14694524,63575602507
14694525,65989393434
14694526,71560782309
14694527,67656616224
14694528,64239641571
14694529,66655850465
14694530,64375630755
14694531,58481459831
14694532,65785703030
14694533,71720244562
14694534,67367489251
14694535,71705676300
14694536,63875648297
14694537,60031423882
14694538,55939894142
14694539,59791346996
14694540,58190549776
14694541,60427287826
14694542,53449298718
14694543,51951132246
14694544,55804844263
14694545,50244667220
14694546,45270095965
14694547,50927514570
14694548,57288580461
14694549,64446164140
14694550,59238788007
14694551,51990792756
14694552,58489294038
14694553,54659872257
14694554,48839107387
14694555,46122130458
14694556,51883844208
14694557,54554722469
14694558,51555784364
14694559,51770668706
14694560,57086768434
14694561,60686564022
14694562,68267409850
14694563,71656543981
14694564,70638120731
14694565,79444251537
14694566,89369776005
14694567,78198554005
14694568,87960531086
14694569,88670514851
14694570,82041201663
14694571,81629934775
14694572,83693536274
14694573,74686450763
14694574,80787068477
14694575,75416845944
14694576,84832592475
14694577,84842992282
14694578,92571790999
14694579,82595858980
14694580,73657663752
14694581,82726274841
14694582,89638911728
14694583,84049094970
14694584,81321565591
14694585,73197850226
14694586,70585030053
14694587,62909489185
14694588,70766968557
14694589,77814384400
14694590,70498733170
14694591,72164844210
14694592,81174615387
14694593,77928152513
14694594,83733140083
14694595,91118383573
14694596,87039848033
14694597,83880472728
14694598,81283049582
14694599,75482492021
14694600,72890630822
14694601,69870674800
14694602,65338397028
14694603,58916071784
14694604,58452230519
14694605,60371022893
14694606,66578488184
14694607,58791651852
14694608,55947545433
14694609,55148436963
14694610,51787931546
14694611,56679306262
14694612,49594392980
14694613,55793476155
14694614,62766668867
14694615,64994052473
14694616,57805877261
14694617,61480298618
14694618,57092425669
14694619,56609462237
14694620,55152566445
14694621,58010502578
14694622,59518518948
14694623,66951795707
14694624,75301528782
14694625,72972822730
14694626,82086502985
14694627,83656980794
14694628,74024359787
14694629,71334945103
14694630,79302134395
14694631,85194071809
14694632,76477287003
14694633,71415453580
14694634,64545055155
14694635,72611087181
14694636,81531356029
14694637,73312359611
14694638,65117973953
14694639,58257193467
14694640,55644974740
14694641,60852299641
14694642,58207106464
14694643,60986838249
14694644,66940172987
14694645,60008625179
14694646,67503127881
14694647,74178103803
14694648,83447560023
14694649,86453751418
14694650,82463242935
14694651,75914777736
14694652,77808344076
14694653,68082301067
14694654,76589462588
14694655,86161425339
14694656,83943783188
14694657,85638456671
14694658,75043146918
14694659,72431256432
14694660,68202650269
14694661,64302090777
14694662,64401733389
14694663,60091366162
14694664,55040999312
14694665,57684364667
14694666,56468721134
14694667,63522336528
14694668,63103814321
14694669,70989085535
14694670,62729505434
14694671,61956766272
14694672,60896894267
14694673,58562124446
14694674,53428517376
14694675,51271451852
14694676,57647824000
14694677,51938818272
14694678,46184566066
14694679,51951277203
14694680,58437820854
14694681,61859745657
14694682,67912992498
14694683,61056685250
14694684,60909995399
14694685,60135992292
14694686,54844827285
14694687,52347278230
14694688,48761693969
14694689,47025378225
14694690,49594900146
14694691,55788982873
14694692,53107717866
14694693,48167770021
14694694,45582082646
14694695,45949769644
14694696,49356763611
14694697,53360531885
14694698,55744734254
14694699,50171409642
14694700,45675275757
14694701,42982441155
14694702,48351477357
14694703,47481586728
14694704,44135587575
14694705,49647674418
14694706,50110102657
14694707,44326638896
14694708,47210315074
14694709,42701841535
14694710,47975157066
14694711,42992565198
14694712,48363971477
14694713,42318475043
14694714,46060892456
14694715,40678278746
14694716,39752682340
14694717,42969911333
14694718,43030905151
14694719,42222816235
14694720,41697744904
14694721,38002558857
14694722,38602504297
14694723,42430343459
14694724,47733370482
14694725,49076483550
14694726,44121996738
14694727,38606747146
14694728,43431770301
14694729,48854433123
14694730,53542895301
14694731,54357478092
14694732,49811684957
14694733,49453813737
14694734,43272087020
14694735,41735685204
14694736,42172369252
14694737,41392048530
14694738,39791813107
14694739,39397236826
14694740,39986225916
14694741,44980854745
14694742,46079891830
14694743,41420806959
14694744,44288734574
14694745,38752642753
14694746,39365696320
14694747,39547372945
14694748,35555876368
14694749,35017760995
14694750,39394564000
14694751,44318682207
14694752,49853365201
14694753,46068133946
14694754,40843731916
14694755,43222612114
14694756,47188565340
14694757,46190333958
14694758,41423872179
14694759,42828168583
14694760,42172071122
14694761,40834362237
14694762,40580785612
14694763,37795778988
14694764,40301820796
14694765,44148612425
14694766,45858854878
14694767,41725521645
14694768,39092546751
14694769,34205978408
14694770,38477114155
14694771,34273202459
14694772,38552348593
14694773,40638860226
14694774,37554668584
14694775,42248852251
14694776,47529140210
14694777,45113843794
14694778,43431537657
14694779,43129040299
14694780,45118062863
14694781,44311066152
14694782,46532137664
14694783,46665900498
14694784,45497999442
14694785,42294357907
14694786,40401981804
14694787,36945671718
14694788,33773154893
14694789,37991389291
14694790,42736662613
14694791,47343678404
14694792,43145003496
14694793,47242118105
14694794,48563819797
14694795,43237720459
14694796,37833005402
14694797,42561990464
14694798,47875089921
14694799,53852888597
14694800,58823371470
14694801,52096173725
14694802,47079829684
14694803,48171190746
14694804,46475269382
14694805,52267669655
14694806,58795179865
14694807,58898077275
14694808,64088148149
14694809,68503560273
14694810,75312138262
14694811,74082568444
14694812,81163864473
14694813,71513262307
14694814,80446819900
14694815,90489350369
14694816,101781438731
14694817,98942998697
14694818,95977465194
14694819,107960814065
14694820,98087150558
14694821,110338085262
14694822,124122191015
14694823,118638125244
14694824,107636713799
14694825,96417077424
14694826,105701260198
14694827,98427065070
14694828,87521059182
14694829,87658335963
14694830,76701043968
14694831,70715358415
14694832,73729958858
14694833,75613186056
14694834,66161537799
14694835,62718520594
14694836,60121134990
14694837,52822769698
14694838,59425232570
14694839,57508943391
14694840,58485320363
14694841,59008176690
14694842,63960457935
14694843,64367663636
14694844,62189327098
14694845,59092829810
14694846,56138601970
14694847,54499539583
14694848,49154075445
14694849,44502672147
14694850,49046875231
14694851,55172852835
14694852,62064208822
14694853,55878337298
14694854,50806818008
14694855,48654604786
14694856,54734447303
14694857,61574615518
14694858,61565976087
14694859,56413402060
14694860,63455241170
14694861,59651965098
14694862,60674846379
14694863,56574648796
14694864,51343106160
14694865,50731921676
14694866,56046773916
14694867,58459836201
14694868,51691913885
14694869,58150427177
14694870,65414634616
14694871,66536793727
14694872,63431230152
14694873,60054161502
14694874,56931396150
14694875,64031173578
14694876,60288850829
14694877,54395067032
14694878,47595683653
14694879,49495114656
14694880,44842454389
14694881,43887902054
14694882,46032500114
14694883,51785065493
14694884,58255873096
14694885,58745387488
14694886,52548834430
14694887,59109824407
14694888,66495676764
14694889,60014502740
14694890,57766412676
14694891,60083403988
14694892,57423076089
14694893,57170623583
14694894,64308656542
14694895,61653352032
14694896,59529826289
14694897,52456078101
14694898,59009722806
14694899,56213322854
14694900,63239936681
14694901,56405857062
14694902,51920005481
14694903,50027189426
14694904,44427130834
14694905,45974952820
14694906,40602285353
14694907,39527613576
14694908,35048971907
14694909,38993638987
14694910,43536162682
14694911,39125101536
14694912,43444194202
14694913,41110462599
14694914,41367475085
14694915,46535290363
14694916,44812035434
14694917,50410668158
14694918,56708741367
14694919,57734327933
14694920,50517536942
14694921,45626721143
14694922,51329309965
14694923,54635814934
14694924,55008327383
14694925,61878159136
14694926,69608021569
14694927,62316752430
14694928,70098071110
14694929,66529602040
14694930,65485813016
14694931,58425833355
14694932,64292731087
14694933,72319953414
14694934,81318079159
14694935,77185183560
14694936,68632211683
14694937,71238012615
14694938,72930634504
14694939,66314005034
14694940,64744998957
14694941,60572395841
14694942,54425998912
14694943,55716526881
14694944,50567165300
14694945,56884490732
14694946,63982805412
14694947,57621895594
14694948,56704807112
14694949,49626629565
14694950,50174195734
14694951,56445465113
14694952,63499735736
14694953,63601386207
14694954,59820844550
14694955,67296971546
14694956,74463065446
14694957,83762807952
14694958,78233303909
14694959,82826889697
14694960,78964367635
14694961,88834370708
14694962,88929772159
14694963,79722650262
14694964,89682790931
14694965,93518020928
14694966,89123263888
14694967,86275194078
14694968,80620049226
14694969,74210934021
14694970,76616990989
14694971,72469529386
14694972,68941526949
14694973,66844363043
14694974,64696516628
14694975,72754176100
14694976,68243762158
14694977,68020358810
14694978,60519587761
14694979,57362935488
14694980,64531900378
14694981,72596977365
14694982,72606550760
14694983,68084167053
14694984,72667471851
14694985,64693949585
14694986,67858434897
14694987,64841373506
14694988,57690143783
14694989,64870478861
14694990,67761200915
14694991,70436526062
14694992,67084081408
14694993,66471662003
14694994,62390631614
14694995,58457339026
14694996,56524058469
14694997,63427195709
14694998,55498796246
14694999,62435052592
14695000,70238076203
14695001,64761602281
14695002,58724866255
14695003,54677611507
14695004,51785426979
14695005,54730113291
14695006,50002730272
14695007,45620868512
14695008,51320922473
14695009,44905807164
14695010,42458680546
14695011,47761523979
14695012,52178699568
14695013,58699201139
14695014,60067395680
14695015,57361497660
14695016,51454371912
14695017,53460143512
14695018,58629331756
14695019,56519060813
14695020,51417567396
14695021,48805139909
14695022,54898743917
14695023,61760071735
14695024,69478209137
14695025,64818530445
14695026,60890998329
14695027,68500961174
14695028,69438840851
14695029,64772371950
14695030,68974908850
14695031,60629609774
14695032,61868214015
14695033,62815374222
14695034,70659160400
14695035,70560105437
14695036,65722853313
14695037,58728965189
14695038,63836256235
14695039,63500545620
14695040,68790017244
14695041,64580059697
14695042,65228335324
14695043,71166087539
